Twee van de drie bellers krijgen een bezettoon. Niemand weet hoeveel er dat waren.	Deux appelants sur trois tombent sur une tonalité occupée. Personne ne sait combien ils étaient.	Two out of three callers get an engaged tone. Nobody knows how many there were.	Zwei von drei Anrufern bekommen ein Besetztzeichen. Niemand weiß, wie viele das waren.	Dos de cada tres llamadas dan comunicando. Nadie sabe cuántas fueron.
Waar dit zit in je bedrijf.	Où cela se situe dans votre entreprise.	Where this sits in your business.	Wo das in Ihrem Betrieb sitzt.	Dónde está esto en tu empresa.
Waar een chatbot stopt, begint de rest.	Là où un chatbot s'arrête, le reste commence.	Where a chatbot stops, the rest begins.	Wo ein Chatbot aufhört, fängt der Rest an.	Donde se para un chatbot, empieza el resto.
Waar je begint	Par où commencer	Where you start	Wo Sie anfangen	Por dónde empiezas
Waar komt de auto voor. Keuring, beurt, reparatie, banden, schade of iets dat eerst bekeken moet worden. Zolang dat niet duidelijk is, wordt er geen tijdslot genoemd.	Pourquoi la voiture vient-elle. Contrôle, entretien, réparation, pneus, sinistre ou quelque chose qu'il faut d'abord examiner. Tant que ce n'est pas clair, aucun créneau n'est annoncé.	What the car is coming in for. Inspection, service, repair, tyres, damage or something that has to be looked at first. As long as that is unclear, no slot is named.	Wofür das Auto kommt. Untersuchung, Inspektion, Reparatur, Reifen, Schaden oder etwas, das erst angesehen werden muss. Solange das unklar ist, wird kein Zeitfenster genannt.	Para qué viene el coche. Inspección, revisión, reparación, neumáticos, siniestro o algo que primero hay que mirar. Mientras no esté claro, no se menciona ninguna franja.
Waar komt het voor, welke auto, hoe dringend. Dezelfde vragen die je balie zou stellen, met het kenteken als startpunt.	Pour quoi, quelle voiture, quelle urgence. Les mêmes questions que poserait votre comptoir, avec la plaque comme point de départ.	What it is for, which car, how urgent. The same questions your front desk would ask, with the registration as the starting point.	Wofür, welches Auto, wie dringend. Dieselben Fragen, die Ihr Empfang stellen würde, mit dem Kennzeichen als Ausgangspunkt.	Para qué, qué coche, cuánta urgencia. Las mismas preguntas que haría tu mostrador, con la matrícula como punto de partida.
Waar we staan	Où nous en sommes	Where we stand	Wo wir stehen	Dónde estamos
Waarom dit samenhangt	Pourquoi tout cela se tient	Why this hangs together	Warum das zusammenhängt	Por qué esto va junto
Waarom is het zo duur, moet het nu meteen, kan het in delen, hoelang kan ik nog doorrijden. Die vragen zijn de reden dat het stil bleef.	Pourquoi est-ce si cher, faut-il le faire tout de suite, peut-on le faire en plusieurs fois, combien de temps puis-je encore rouler. Ces questions sont la raison du silence.	Why is it so expensive, does it have to be now, can it be done in stages, how long can I keep driving. Those questions are the reason it went quiet.	Warum ist es so teuer, muss es sofort sein, geht es in Etappen, wie lange kann ich noch fahren. Diese Fragen sind der Grund, warum es still blieb.	Por qué es tan caro, tiene que ser ya, se puede hacer por partes, cuánto puedo seguir conduciendo. Esas preguntas son el motivo del silencio.
Wachten jullie op iets?	Attendez-vous quelque chose ?	Are you waiting for something?	Warten Sie auf etwas?	¿Estáis esperando algo?
Wachten of brengen	Attendre ou déposer	Wait or drop off	Warten oder bringen	Esperar o dejarlo
Wachten op een antwoord dat er al is.	Attendre une réponse qui existe déjà.	Waiting for an answer that already exists.	Auf eine Antwort warten, die es schon gibt.	Esperar una respuesta que ya existe.
Wachten tot de klant belt	Attendre que le client appelle	Waiting for the customer to call	Warten, bis der Kunde anruft	Esperar a que el cliente llame
Wachters op de juiste plek	Ceux qui attendent au bon endroit	Waiters in the right place	Wartende am richtigen Platz	Quien espera, en el sitio correcto
Wanneer de auto binnenkomt, ligt alles er al. Je hoeft niet opnieuw te beginnen met vragen stellen.	Quand la voiture arrive, tout est déjà là. Vous n'avez pas à recommencer à poser des questions.	When the car comes in, everything is already there. You do not have to start asking questions again.	Wenn das Auto hereinkommt, liegt alles schon vor. Sie müssen nicht neu anfangen zu fragen.	Cuando llega el coche, todo está ya ahí. No tienes que volver a empezar a preguntar.
Wanneer is dit af?	Quand sera-ce prêt ?	When will this be finished?	Wann ist das fertig?	¿Cuándo estará listo?
Wanneer komt dit?	Quand cela arrivera-t-il ?	When is this coming?	Wann kommt das?	¿Cuándo llegará esto?
Wat als het er nooit komt?	Et si cela n'arrive jamais ?	What if it never comes?	Was, wenn es nie kommt?	¿Y si nunca llega?
Wat als het kenteken niet klopt?	Et si la plaque est erronée ?	What if the registration is wrong?	Was, wenn das Kennzeichen nicht stimmt?	¿Y si la matrícula no es correcta?
Wat binnenkomt, opvangen.	Capter ce qui arrive.	Capturing what comes in.	Auffangen, was hereinkommt.	Recoger lo que entra.
Wat blijft er liggen in jouw werkplaats	Ce qui reste en plan dans votre atelier	What is left lying in your workshop	Was in Ihrer Werkstatt liegen bleibt	Qué se queda sin hacer en tu taller
Wat de koppeling gaat doen.	Ce que l'intégration va faire.	What the integration is going to do.	Was die Anbindung tun wird.	Qué va a hacer la integración.
Wat deze agent niet doet.	Ce que cet agent ne fait pas.	What this agent does not do.	Was dieser Agent nicht tut.	Lo que este agente no hace.
Wat dit niet doet.	Ce que ceci ne fait pas.	What this does not do.	Was das nicht tut.	Lo que esto no hace.
Wat een agent zelf mag doen en wat eerst langs jou gaat, zet je één keer. Dat geldt daarna voor alles wat er draait.	Ce qu'un agent peut faire seul et ce qui passe d'abord par vous se règle une seule fois. Cela vaut ensuite pour tout ce qui tourne.	What an agent may do on its own and what goes past you first, you set once. That then applies to everything that is running.	Was ein Agent selbst tun darf und was erst über Sie läuft, stellen Sie einmal ein. Das gilt danach für alles, was läuft.	Lo que un agente puede hacer por su cuenta y lo que pasa antes por ti se define una sola vez. Después vale para todo lo que está en marcha.
Wat een agent zelfstandig mag doen en wat eerst langs jou gaat, zet je per actietype. Dat staat bij	Ce qu'un agent peut faire de façon autonome et ce qui passe d'abord par vous se règle par type d'action. Cela figure sous	What an agent may do independently and what goes past you first, you set per action type. That is under	Was ein Agent eigenständig tun darf und was erst über Sie läuft, stellen Sie je Aktionstyp ein. Das steht unter	Lo que un agente puede hacer por su cuenta y lo que pasa antes por ti se define por tipo de acción. Eso está en
Wat een koppeling wel toevoegt	Ce qu'une intégration apporte vraiment	What an integration does add	Was eine Anbindung sehr wohl bringt	Lo que sí aporta una integración
Wat er aanstond	Ce qui était activé	What was switched on	Was eingeschaltet war	Qué estaba encendido
Wat er binnenkwam, wat eruit kwam en wat er nog openstaat, staat op één scherm. Niet verdeeld over tien dashboards.	Ce qui est entré, ce qui en est sorti et ce qui reste ouvert figure sur un seul écran. Pas réparti sur dix tableaux de bord.	What came in, what came out and what is still open sits on one screen. Not spread over ten dashboards.	Was hereinkam, was herauskam und was noch offen ist, steht auf einem Bildschirm. Nicht verteilt auf zehn Dashboards.	Lo que entró, lo que salió y lo que sigue abierto está en una sola pantalla. No repartido en diez paneles.
Wat er de vorige keer gedaan is, welke kilometerstand er stond en wat er toen is opgemerkt. Dat maakt elk bericht concreter.	Ce qui a été fait la dernière fois, quel kilométrage était affiché et ce qui avait été relevé. Cela rend chaque message plus concret.	What was done last time, what mileage it was on and what was noted then. That makes every message more concrete.	Was beim letzten Mal gemacht wurde, welcher Kilometerstand anstand und was damals aufgefallen ist. Das macht jede Nachricht konkreter.	Qué se hizo la última vez, qué kilometraje marcaba y qué se observó entonces. Eso hace más concreto cada mensaje.
