Hij boekt niets buiten de grenzen die je zelf hebt gezet, ook niet als de klant aandringt.	Il ne réserve rien en dehors des limites que vous avez fixées, même si le client insiste.	He books nothing outside the limits you have set yourself, even if the customer insists.	Er bucht nichts außerhalb der Grenzen, die Sie selbst gesetzt haben, auch nicht wenn der Kunde drängt.	No reserva nada fuera de los límites que tú has puesto, aunque el cliente insista.
Je balie hoeft niet meer met een half oog naar de tweede lijn te kijken terwijl ze een klant helpt.	Votre comptoir n'a plus à surveiller la deuxième ligne d'un œil tout en servant un client.	Your front desk no longer has to keep half an eye on the second line while helping a customer.	Ihr Empfang muss nicht mehr mit einem halben Auge auf die zweite Leitung schauen, während er einen Kunden bedient.	Tu mostrador ya no tiene que estar pendiente de la segunda línea mientras atiende a un cliente.
Je balie is een halve ochtend kwijt aan terugbellen.	Votre comptoir perd une demi-matinée à rappeler.	Your front desk loses half a morning to calling back.	Ihr Empfang verliert einen halben Vormittag mit Rückrufen.	Tu mostrador pierde media mañana devolviendo llamadas.
Je balie voelt zich schuldig over iets waar ze niets aan kan doen.	Votre comptoir culpabilise pour quelque chose dont il n'est pas responsable.	Your front desk feels guilty about something it can do nothing about.	Ihr Empfang fühlt sich schuldig für etwas, wofür er nichts kann.	Tu mostrador se siente culpable por algo de lo que no puede hacer nada.
Je bandenbestand als lijst	Votre fichier pneus sous forme de liste	Your tyre records as a list	Ihre Reifenkartei als Liste	Tu fichero de neumáticos como lista
Je belooft een datum en komt er later achter dat het onderdeel er pas volgende week is.	Vous promettez une date et découvrez plus tard que la pièce n'arrive que la semaine suivante.	You promise a date and find out later that the part will not be there until next week.	Sie sagen ein Datum zu und stellen später fest, dass das Teil erst nächste Woche da ist.	Prometes una fecha y luego descubres que la pieza no llega hasta la semana que viene.
Je bent er terwijl het gebeurt	Vous êtes présent au moment où cela arrive	You are there while it happens	Sie sind da, während es passiert	Estás ahí mientras ocurre
Je bepaalt zelf of je op kilometers rekent, op maanden, of op wat de fabrikant voorschrijft per model. Er is geen vast schema dat overal klopt.	Vous décidez vous-même si vous comptez en kilomètres, en mois, ou selon les préconisations du constructeur par modèle. Aucun schéma fixe ne convient partout.	You decide yourself whether you count in kilometres, in months, or by what the manufacturer prescribes per model. There is no fixed schedule that fits everywhere.	Sie bestimmen selbst, ob Sie nach Kilometern, nach Monaten oder nach der Herstellervorgabe je Modell rechnen. Es gibt kein festes Schema, das überall passt.	Tú decides si cuentas por kilómetros, por meses o por lo que prescribe el fabricante según el modelo. No hay un esquema fijo que valga en todas partes.
Je bestand	Votre fichier	Your records	Ihre Kartei	Tu fichero
Je bestand groeit op papier en krimpt in werkelijkheid.	Votre fichier grandit sur le papier et rétrécit dans la réalité.	Your customer base grows on paper and shrinks in reality.	Ihre Kartei wächst auf dem Papier und schrumpft in Wirklichkeit.	Tu fichero crece sobre el papel y se encoge en la realidad.
Je eigen cijfers	Vos propres chiffres	Your own numbers	Ihre eigenen Zahlen	Tus propias cifras
Je eigen interval, niet een standaard	Votre propre intervalle, pas un standard	Your own interval, not a standard one	Ihr eigenes Intervall, kein Standard	Tu propio intervalo, no un estándar
Je hebt de lijst al. Het enige dat ontbreekt is iemand die er elke week mee aan de slag gaat, met een datum erbij in plaats van een verzoek.	Vous avez déjà la liste. Il ne manque que quelqu'un qui s'y attelle chaque semaine, avec une date plutôt qu'une demande.	You already have the list. The only thing missing is someone who works through it every week, with a date attached instead of a request.	Sie haben die Liste schon. Es fehlt nur jemand, der sie jede Woche angeht, mit einem Datum dabei statt einer Bitte.	Ya tienes la lista. Lo único que falta es alguien que la trabaje cada semana, con una fecha en vez de una petición.
Je hebt een opvolgprobleem.	Vous avez un problème de suivi.	You have a follow-up problem.	Sie haben ein Nachfassproblem.	Tienes un problema de seguimiento.
Je hebt het rekenwerk al gedaan. Haal het op.	Vous avez déjà fait le calcul. Allez le chercher.	You have already done the calculation work. Go and collect it.	Sie haben die Rechenarbeit schon gemacht. Holen Sie sie ab.	Ya has hecho el trabajo de cálculo. Ve a recogerlo.
Je klant belt.	Votre client appelle.	Your customer calls.	Ihr Kunde ruft an.	Tu cliente llama.
Je krijgt terug	Vous recevez en retour	You get back	Sie bekommen zurück	Tú recibes
Je kunt het in een demo zien werken, met echte gegevens. Niet "bijna af", niet "in de testomgeving".	Vous pouvez le voir fonctionner lors d'une démo, avec de vraies données. Pas « presque prêt », pas « dans l'environnement de test ».	You can see it working in a demo, with real data. Not "nearly finished", not "in the test environment".	Sie können es in einer Demo arbeiten sehen, mit echten Daten. Nicht „fast fertig", nicht „in der Testumgebung".	Puedes verlo funcionar en una demo, con datos reales. No «casi listo», no «en el entorno de pruebas».
Je kunt voor elk van deze taken een aparte aanbieder vinden. Dan heb je tien abonnementen, tien inboxen en nul overzicht.	Vous pouvez trouver un prestataire distinct pour chacune de ces tâches. Vous aurez alors dix abonnements, dix boîtes de réception et aucune vue d'ensemble.	You can find a separate supplier for each of these tasks. Then you have ten subscriptions, ten inboxes and zero overview.	Sie können für jede dieser Aufgaben einen eigenen Anbieter finden. Dann haben Sie zehn Abos, zehn Postfächer und null Überblick.	Puedes encontrar un proveedor distinto para cada una de estas tareas. Entonces tendrás diez suscripciones, diez bandejas de entrada y cero visión de conjunto.
Je leenauto staat minder stil	Votre véhicule de courtoisie reste moins à l'arrêt	Your courtesy car stands still less	Ihr Ersatzwagen steht weniger still	Tu coche de cortesía está menos parado
Je leest de berichten na voor ze live gaan en past ze aan. Een dorpsgarage klinkt anders dan een bedrijf op een industrieterrein, en dat hoort ook.	Vous relisez les messages avant leur mise en ligne et les adaptez. Un garage de village ne sonne pas comme une entreprise en zone industrielle, et c'est normal.	You read the messages before they go live and adjust them. A village garage sounds different from a business on an industrial estate, and so it should.	Sie lesen die Nachrichten nach, bevor sie live gehen, und passen sie an. Eine Dorfwerkstatt klingt anders als ein Betrieb im Gewerbegebiet, und das gehört auch so.	Lees los mensajes antes de que se publiquen y los ajustas. Un taller de pueblo no suena igual que una empresa en un polígono, y así debe ser.
Je leest elk gesprek terug en zet elke agent zelf stil	Vous relisez chaque conversation et arrêtez vous-même chaque agent	You read back every conversation and stop every agent yourself	Sie lesen jedes Gespräch nach und stoppen jeden Agent selbst	Lees cada conversación y paras tú mismo cada agente
Je legt zelf vast hoelang elk soort klus bij jou duurt. De agent gebruikt die duur, niet een standaard uur dat toevallig in een agenda past.	Vous définissez vous-même la durée de chaque type d'intervention chez vous. L'agent utilise cette durée, pas une heure standard qui tombe bien dans un agenda.	You define yourself how long each type of job takes at your place. The agent uses that duration, not a standard hour that happens to fit a calendar.	Sie legen selbst fest, wie lange jede Art Arbeit bei Ihnen dauert. Der Agent nutzt diese Dauer, nicht eine Standardstunde, die zufällig in einen Kalender passt.	Tú defines cuánto dura cada tipo de trabajo en tu taller. El agente usa esa duración, no una hora estándar que casualmente encaja en una agenda.
Je lijst ligt er al. Zet hem aan het werk.	Votre liste est déjà là. Mettez-la au travail.	Your list is already there. Put it to work.	Ihre Liste liegt schon bereit. Setzen Sie sie ein.	Tu lista ya está ahí. Ponla a trabajar.
Je monteur zit stil terwijl er klanten op een wachtlijst staan.	Votre mécanicien est à l'arrêt alors que des clients figurent sur une liste d'attente.	Your mechanic sits idle while customers are on a waiting list.	Ihr Mechaniker sitzt still, während Kunden auf einer Warteliste stehen.	Tu mecánico está parado mientras hay clientes en lista de espera.
Je ochtendoverzicht	Votre aperçu du matin	Your morning overview	Ihre Morgenübersicht	Tu resumen de la mañana
Je opslag loopt leeg	Votre stockage se vide	Your storage empties out	Ihr Lager leert sich	Tu almacén se vacía
Je rustige weken blijven rustig terwijl de namen gewoon klaarstaan.	Vos semaines creuses restent creuses alors que les noms sont là, disponibles.	Your quiet weeks stay quiet while the names are simply sitting there.	Ihre ruhigen Wochen bleiben ruhig, während die Namen einfach bereitstehen.	Tus semanas flojas siguen flojas mientras los nombres están ahí, listos.
Je team gaat niet in een tweede scherm werken. De afspraak hoort te staan waar hij altijd al stond.	Votre équipe ne va pas travailler dans un deuxième écran. Le rendez-vous doit se trouver là où il a toujours été.	Your team is not going to work in a second screen. The appointment belongs where it has always been.	Ihr Team wird nicht in einem zweiten Bildschirm arbeiten. Der Termin gehört dorthin, wo er immer stand.	Tu equipo no va a trabajar en una segunda pantalla. La cita tiene que estar donde siempre estuvo.
Je verkoopt tijd, en die kun je niet bewaren.	Vous vendez du temps, et le temps ne se stocke pas.	You sell time, and you cannot store it.	Sie verkaufen Zeit, und die lässt sich nicht aufbewahren.	Vendes tiempo, y el tiempo no se guarda.
Je volgende klant staat al in je bestand.	Votre prochain client figure déjà dans votre fichier.	Your next customer is already in your records.	Ihr nächster Kunde steht schon in Ihrer Kartei.	Tu próximo cliente ya está en tu fichero.
Je weet niet hoeveel klanten je misloopt.	Vous ignorez combien de clients vous laissez filer.	You do not know how many customers you are missing.	Sie wissen nicht, wie viele Kunden Ihnen entgehen.	No sabes cuántos clientes estás perdiendo.
Je weet niet of het er vijf of vijftig per week zijn.	Vous ne savez pas s'il y en a cinq ou cinquante par semaine.	You do not know whether it is five or fifty a week.	Sie wissen nicht, ob es fünf oder fünfzig pro Woche sind.	No sabes si son cinco o cincuenta por semana.
Je weet precies welke auto's deze maand aan de beurt zijn. De klant weet het niet meer, en boekt bij wie hem als eerste een bericht stuurt.	Vous savez exactement quelles voitures doivent passer ce mois-ci. Le client, lui, l'a oublié et réserve chez celui qui lui écrit en premier.	You know exactly which cars are due this month. The customer no longer remembers, and books with whoever messages him first.	Sie wissen genau, welche Autos diesen Monat dran sind. Der Kunde weiß es nicht mehr und bucht bei dem, der ihm als Erster schreibt.	Sabes exactamente qué coches tocan este mes. El cliente ya no se acuerda y reserva con quien le escribe primero.
Je weet precies welke auto's deze maand aan de beurt zijn. Die lijst staat in je systeem en niemand heeft tijd om hem af te bellen. De klant weet het zelf niet meer en boekt bij de garage die hem als eerste een bericht stuurt.	Vous savez exactement quelles voitures doivent passer ce mois-ci. Cette liste est dans votre système et personne n'a le temps de l'appeler. Le client, lui, l'a oublié et réserve chez le garage qui lui écrit en premier.	You know exactly which cars are due this month. That list is in your system and nobody has time to ring round it. The customer no longer remembers and books with the garage that messages him first.	Sie wissen genau, welche Autos diesen Monat dran sind. Diese Liste steht in Ihrem System und niemand hat Zeit, sie abzutelefonieren. Der Kunde selbst weiß es nicht mehr und bucht bei der Werkstatt, die ihm als Erste schreibt.	Sabes exactamente qué coches tocan este mes. Esa lista está en tu sistema y nadie tiene tiempo de llamarlos uno a uno. El cliente ya no se acuerda y reserva con el taller que le escribe primero.
Je weet welke auto's binnenkort moeten komen. Helvaro zet dat om in berichten die een afspraak opleveren.	Vous savez quelles voitures doivent bientôt passer. Helvaro transforme cela en messages qui produisent des rendez-vous.	You know which cars are due soon. Helvaro turns that into messages that produce appointments.	Sie wissen, welche Autos demnächst kommen müssen. Helvaro macht daraus Nachrichten, die Termine bringen.	Sabes qué coches tienen que venir pronto. Helvaro lo convierte en mensajes que producen citas.
Je werkplaats heeft geen leadprobleem.	Votre atelier n'a pas un problème de leads.	Your workshop does not have a lead problem.	Ihre Werkstatt hat kein Lead-Problem.	Tu taller no tiene un problema de clientes potenciales.
Je werkplaatschef gaat het systeem wantrouwen en plant weer met de hand.	Votre chef d'atelier va se méfier du système et replanifier à la main.	Your workshop manager starts distrusting the system and goes back to planning by hand.	Ihr Werkstattleiter beginnt dem System zu misstrauen und plant wieder von Hand.	Tu jefe de taller empieza a desconfiar del sistema y vuelve a planificar a mano.
Je werkplaatschef weet ’s ochtends wat er komt, in plaats van het te ontdekken als het niet komt.	Votre chef d'atelier sait le matin ce qui arrive, au lieu de le découvrir quand cela n'arrive pas.	Your workshop manager knows in the morning what is coming, instead of finding out when it does not.	Ihr Werkstattleiter weiß morgens, was kommt, statt es zu merken, wenn es nicht kommt.	Tu jefe de taller sabe por la mañana qué viene, en vez de descubrirlo cuando no viene.
Je zet er één aan, niet je hele bedrijf.	Vous en activez un, pas toute votre entreprise.	You switch one on, not your entire business.	Sie schalten einen ein, nicht Ihren ganzen Betrieb.	Enciendes uno, no toda tu empresa.
